category,revenue,orders,avg_review,late_rate,avg_delivery_days,revenue_rank_pct,review_rank_pct,late_rank_pct,category_type
health_beauty,1258681.34,8836,4.183800266819135,0.0737797956867196,11.630523019830685,1.0,0.6451612903225806,0.8225806451612904,Strategic risk category
watches_gifts,1205005.68,5624,4.073324905183313,0.0727077363896848,12.365303502659089,0.9838709677419355,0.41935483870967744,0.7903225806451613,Strategic risk category
bed_bath_table,1036988.68,9417,3.974463958625148,0.0734150239744272,12.531926406926408,0.967741935483871,0.16129032258064516,0.8064516129032258,Strategic risk category
sports_leisure,988048.97,7720,4.17710384665879,0.0642931664058424,11.800481412142284,0.9516129032258065,0.6290322580645161,0.5967741935483871,Strategic strong category
computers_accessories,911954.32,6689,4.0271878294923935,0.0624344961820631,12.73155391931278,0.9354838709677419,0.24193548387096775,0.532258064516129,Strategic risk category
furniture_decor,729762.49,6449,4.023730158730158,0.0702362204724409,12.641430412371134,0.9193548387096774,0.22580645161290322,0.7419354838709677,Strategic risk category
cool_stuff,635290.85,3632,4.186164229471316,0.0582334912231819,11.945676905574516,0.9032258064516129,0.6774193548387096,0.41935483870967744,Strategic strong category
housewares,632248.66,5884,4.154219372725698,0.0529938059187887,10.645212484570624,0.8870967741935484,0.5483870967741935,0.3387096774193548,Strategic strong category
auto,592720.11,3897,4.0913200723327305,0.0714469288100745,11.88088351301604,0.8709677419354839,0.43548387096774194,0.7580645161290323,Strategic risk category
garden_tools,485256.46,3518,4.147816025455597,0.0646737568266743,13.20257988859572,0.8548387096774194,0.532258064516129,0.6290322580645161,Strategic strong category
toys,483946.6,3886,4.198398109243698,0.0627440770632647,11.294493216280928,0.8387096774193549,0.7419354838709677,0.5645161290322581,Strategic strong category
baby,411764.89,2885,4.045151089248067,0.0787456445993031,12.234073013600574,0.8225806451612904,0.2903225806451613,0.9032258064516129,Strategic risk category
perfumery,399124.87,3162,4.206670922438557,0.0642289348171701,11.46336698143927,0.8064516129032258,0.7741935483870968,0.5806451612903226,Strategic strong category
telephony,323667.53,4199,4.008924264351182,0.0696672252813023,12.49349054286416,0.7903225806451613,0.1935483870967742,0.7258064516129032,Strategic risk category
office_furniture,273960.7,1273,3.627693535514765,0.0799683293745051,20.258038585209004,0.7741935483870968,0.016129032258064516,0.9193548387096774,Strategic risk category
stationery,230943.23,2311,4.253301056338028,0.0646853146853146,12.366354306113342,0.7580645161290323,0.8548387096774194,0.6451612903225806,Strategic strong category
computers,222963.13,181,4.192090395480226,0.0555555555555555,13.5,0.7419354838709677,0.7258064516129032,0.4032258064516129,Standard category
pet_shop,214315.41,1710,4.247044917257683,0.0505584950029394,10.93627159023228,0.7258064516129032,0.8387096774193549,0.25806451612903225,Standard category
musical_instruments,191498.88,628,4.186385737439222,0.0738362760834671,12.661716171617162,0.7096774193548387,0.6935483870967742,0.8387096774193549,Logistics-friction category
small_appliances,190648.58,630,4.18578352180937,0.0464,10.562913907284768,0.6935483870967742,0.6612903225806451,0.24193548387096775,Standard category
electronics,160246.74,2550,4.098692033293698,0.075531077891424,12.463531287365484,0.6774193548387096,0.46774193548387094,0.8709677419354839,Logistics-friction category
consoles_games,157465.22,1062,4.069047619047619,0.0584905660377358,13.293307086614174,0.6612903225806451,0.3709677419354839,0.43548387096774194,Standard category
fashion_bags_accessories,152823.54,1864,4.187837837837838,0.0548682087143625,10.767749036873967,0.6451612903225806,0.7096774193548387,0.3870967741935484,Standard category
construction_tools_construction,144677.59,748,4.0968834688346885,0.0726783310901749,10.411764705882351,0.6290322580645161,0.45161290322580644,0.7741935483870968,Logistics-friction category
luggage_accessories,140429.98,1034,4.340508806262231,0.0419103313840155,10.415430267062314,0.6129032258064516,0.9354838709677419,0.12903225806451613,Standard category
home_appliances_2,113317.74,234,4.138528138528138,0.0600858369098712,13.4070796460177,0.5967741935483871,0.5161290322580645,0.46774193548387094,Standard category
home_construction,83088.12,490,4.066810344827586,0.0620985010706638,13.12391304347826,0.5806451612903226,0.3548387096774194,0.5161290322580645,Standard category
home_appliances,80171.53,764,4.160096364432764,0.0431937172774869,10.88888888888889,0.5645161290322581,0.5806451612903226,0.16129032258064516,Standard category
agro_industry_and_commerce,72530.47,182,4.021978021978022,0.0384615384615384,11.0,0.5483870967741935,0.20967741935483872,0.08064516129032258,Low-value quality drag
furniture_living_room,68916.56,422,4.064039408866995,0.0754257907542579,13.575682382133994,0.532258064516129,0.3387096774193548,0.8548387096774194,Logistics-friction category
fixed_telephony,59583.0,217,3.9018691588785046,0.0460829493087557,12.080188679245284,0.5161290322580645,0.11290322580645161,0.20967741935483872,Low-value quality drag
home_confort,58572.04,397,3.9226361031518624,0.0997150997150997,13.283236994219653,0.5,0.12903225806451613,0.967741935483871,Low-value quality drag
air_conditioning,55024.96,253,4.028112449799197,0.0395256916996047,11.414634146341465,0.4838709677419355,0.25806451612903225,0.0967741935483871,Standard category
audio,50688.5,350,3.834293948126801,0.1171428571428571,13.028735632183908,0.46774193548387094,0.08064516129032258,0.9838709677419355,Low-value quality drag
small_appliances_home_oven_and_coffee,47445.71,75,4.293333333333333,0.0533333333333333,9.5,0.45161290322580644,0.8870967741935484,0.3548387096774194,Standard category
books_general_interest,46856.88,512,4.461538461538462,0.0626223091976516,11.105263157894736,0.43548387096774194,1.0,0.5483870967741935,Standard category
kitchen_dining_laundry_garden_furniture,46328.37,248,4.049792531120332,0.0452674897119341,11.521186440677964,0.41935483870967744,0.3064516129032258,0.1935483870967742,Standard category
construction_tools_lights,41080.0,244,4.156779661016949,0.0669456066945606,9.354430379746836,0.4032258064516129,0.5645161290322581,0.6612903225806451,Standard category
construction_tools_safety,40544.52,167,3.87037037037037,0.0245398773006134,11.23225806451613,0.3870967741935484,0.0967741935483871,0.03225806451612903,Low-value quality drag
industry_commerce_and_business,39669.61,235,4.2043478260869565,0.0689655172413793,10.482456140350877,0.3709677419354839,0.7580645161290323,0.6854838709677419,Standard category
food,29393.41,450,4.2727272727272725,0.0696629213483146,9.357798165137616,0.3548387096774194,0.8709677419354839,0.7096774193548387,Standard category
market_place,28378.47,280,4.07089552238806,0.0407407407407407,11.943181818181818,0.3387096774193548,0.4032258064516129,0.11290322580645161,Standard category
costruction_tools_garden,25715.89,194,4.221052631578948,0.0526315789473684,11.559139784946236,0.3225806451612903,0.7903225806451613,0.31451612903225806,Standard category
art,24202.64,202,4.040201005025126,0.0597014925373134,10.79896907216495,0.3064516129032258,0.27419354838709675,0.45161290322580644,Standard category
fashion_shoes,23562.77,240,4.228632478632479,0.0462184873949579,15.253218884120171,0.2903225806451613,0.8064516129032258,0.22580645161290322,Standard category
drinks,22428.7,297,4.170068027210885,0.0508474576271186,9.919298245614035,0.27419354838709675,0.6129032258064516,0.27419354838709675,Standard category
signaling_and_security,21509.23,140,4.131386861313868,0.0431654676258992,10.416058394160585,0.25806451612903225,0.4838709677419355,0.14516129032258066,Standard category
furniture_bedroom,20028.78,95,4.134408602150538,0.064516129032258,13.375,0.24193548387096775,0.5,0.6129032258064516,Standard category
books_technical,19096.06,260,4.400778210116732,0.0807692307692307,10.21484375,0.22580645161290322,0.967741935483871,0.9354838709677419,Logistics-friction category
costruction_tools_tools,15903.95,97,4.425531914893617,0.0618556701030927,11.762886597938143,0.20967741935483872,0.9838709677419355,0.5,Standard category
food_drink,15179.48,227,4.38,0.0353982300884955,10.436363636363636,0.1935483870967742,0.9516129032258065,0.04838709677419355,Standard category
fashion_male_clothing,10797.82,112,3.702702702702703,0.0446428571428571,12.37735849056604,0.1774193548387097,0.03225806451612903,0.1774193548387097,Low-value quality drag
fashion_underwear_beach,9541.55,121,3.933333333333333,0.0909090909090909,13.564102564102564,0.16129032258064516,0.14516129032258066,0.9516129032258065,Low-value quality drag
christmas_supplies,8800.82,128,4.055555555555555,0.078125,14.936,0.14516129032258066,0.3225806451612903,0.8870967741935484,Logistics-friction category
tablets_printing_image,7528.41,79,4.162162162162162,0.0526315789473684,12.671052631578949,0.12903225806451613,0.5967741935483871,0.31451612903225806,Standard category
cine_photo,6933.46,65,4.230769230769231,0.0615384615384615,10.031746031746032,0.11290322580645161,0.8225806451612904,0.4838709677419355,Standard category
music,6034.35,38,4.297297297297297,0.054054054054054,11.054054054054054,0.0967741935483871,0.9032258064516129,0.3709677419354839,Standard category
dvds_blu_ray,5999.39,59,4.0701754385964914,0.0689655172413793,12.527272727272727,0.08064516129032258,0.3870967741935484,0.6854838709677419,Standard category
books_imported,4639.85,53,4.320754716981132,0.0377358490566037,7.72,0.06451612903225806,0.9193548387096774,0.06451612903225806,Standard category
party_supplies,4485.18,39,4.0,0.0,8.64864864864865,0.04838709677419355,0.1774193548387097,0.016129032258064516,Low-value quality drag
furniture_mattress_and_upholstery,4368.08,38,3.8157894736842106,0.131578947368421,13.891891891891891,0.03225806451612903,0.06451612903225806,1.0,Low-value quality drag
fashio_female_clothing,2803.64,39,3.730769230769231,0.0512820512820512,12.416666666666666,0.016129032258064516,0.04838709677419355,0.2903225806451613,Low-value quality drag
